event_id,user_id,event_type,product_id,event_timestamp
2743,280,visit,164,2024-02-15 10:59:00
2744,280,purchase,24,2024-02-15 11:18:00
2745,280,view,24,2024-02-15 11:35:00
2746,280,checkout,4,2024-02-18 16:14:00
2747,280,visit,67,2024-02-18 16:40:00
2748,280,purchase,34,2024-02-18 16:47:00
2749,280,visit,185,2024-02-18 16:55:00
2750,280,visit,177,2024-02-18 17:22:00
2751,281,add_to_cart,181,2024-01-29 02:53:00
2752,281,view,116,2024-01-29 03:07:00
2753,281,visit,23,2024-01-29 03:13:00
2754,281,checkout,109,2024-01-29 03:27:00
2755,281,visit,69,2024-01-29 03:28:00
2756,281,visit,95,2024-02-03 10:49:00
2757,281,visit,181,2024-02-03 10:54:00
2758,281,visit,62,2024-02-03 11:00:00
2759,281,visit,169,2024-02-03 11:09:00
2760,281,purchase,57,2024-01-06 05:15:00
2761,281,add_to_cart,188,2024-01-06 05:26:00
2762,281,visit,54,2024-01-06 05:32:00
2763,281,view,70,2024-02-15 01:59:00
2764,281,view,101,2024-02-15 02:10:00
2765,281,view,57,2024-02-15 02:19:00
2766,281,visit,138,2024-03-01 04:07:00
2767,282,view,168,2024-02-07 08:04:00
2768,282,view,135,2024-02-07 08:15:00
2769,282,purchase,103,2024-02-07 08:30:00
2770,282,visit,166,2024-02-07 08:48:00
2771,282,view,85,2024-01-05 16:31:00
2772,282,view,61,2024-02-28 00:38:00
2773,282,add_to_cart,3,2024-02-28 01:03:00
2774,282,visit,128,2024-02-28 01:21:00
2775,282,view,179,2024-02-20 04:17:00
2776,282,view,86,2024-02-20 04:34:00
2777,282,checkout,47,2024-02-20 04:41:00
2778,282,purchase,196,2024-01-10 12:44:00
2779,282,checkout,76,2024-01-10 12:59:00
2780,282,view,38,2024-01-10 13:01:00
2781,282,view,164,2024-01-10 13:02:00
2782,282,checkout,169,2024-01-10 13:29:00
2783,283,visit,197,2024-01-19 22:17:00
2784,283,purchase,141,2024-01-19 22:33:00
2785,283,purchase,87,2024-02-08 08:33:00
2786,283,checkout,58,2024-02-08 08:43:00
2787,283,visit,50,2024-02-08 08:45:00
2788,283,checkout,30,2024-02-08 08:51:00
2789,283,view,190,2024-02-04 19:13:00
2790,283,add_to_cart,101,2024-02-14 04:11:00
2791,283,purchase,25,2024-02-14 04:40:00
2792,283,purchase,112,2024-01-14 20:50:00
2793,283,view,155,2024-01-14 21:15:00
2794,283,add_to_cart,179,2024-01-14 21:38:00
2795,283,view,185,2024-01-14 21:53:00
2796,283,visit,126,2024-01-14 22:02:00
2797,284,purchase,123,2024-01-22 07:11:00
2798,284,view,47,2024-01-22 07:41:00
2799,284,checkout,118,2024-01-22 07:42:00
2800,284,visit,39,2024-01-22 08:02:00
2801,284,view,16,2024-01-01 00:19:00
2802,284,checkout,22,2024-01-01 00:42:00
2803,284,visit,54,2024-02-18 13:24:00
2804,284,checkout,149,2024-02-18 13:51:00
2805,284,add_to_cart,200,2024-02-18 14:13:00
2806,284,view,16,2024-02-18 14:28:00
2807,284,checkout,59,2024-02-18 14:50:00
2808,285,view,31,2024-02-22 12:50:00
2809,285,visit,170,2024-02-22 13:05:00
2810,285,add_to_cart,32,2024-02-22 13:17:00
2811,285,add_to_cart,187,2024-02-22 13:47:00
2812,285,visit,162,2024-02-22 13:54:00
2813,285,add_to_cart,9,2024-01-01 07:33:00
2814,285,visit,139,2024-02-28 12:12:00
2815,285,add_to_cart,10,2024-02-28 12:22:00
2816,286,visit,17,2024-01-15 16:51:00
2817,286,view,68,2024-01-15 17:11:00
2818,286,add_to_cart,48,2024-01-15 17:18:00
2819,286,visit,180,2024-01-13 21:47:00
2820,286,visit,111,2024-01-13 21:54:00
2821,286,view,153,2024-01-13 22:16:00
2822,286,visit,123,2024-01-13 22:40:00
2823,287,add_to_cart,149,2024-02-06 05:59:00
2824,287,purchase,101,2024-01-05 04:20:00
2825,287,checkout,102,2024-01-05 04:44:00
2826,287,checkout,65,2024-01-05 05:10:00
2827,287,purchase,191,2024-01-13 23:08:00
2828,287,visit,51,2024-02-13 18:11:00
2829,287,view,36,2024-02-13 18:32:00
2830,287,view,81,2024-02-13 18:34:00
2831,287,purchase,127,2024-02-13 19:02:00
2832,287,add_to_cart,88,2024-02-13 19:13:00
2833,287,visit,194,2024-02-24 13:53:00
2834,287,view,104,2024-02-24 14:10:00
2835,287,view,15,2024-02-24 14:35:00
2836,288,view,96,2024-01-04 09:29:00
2837,288,view,167,2024-01-04 09:58:00
2838,288,view,123,2024-01-04 10:17:00
2839,288,view,198,2024-01-04 10:43:00
2840,288,purchase,1,2024-02-17 07:42:00
2841,288,purchase,151,2024-02-17 07:45:00
2842,288,visit,122,2024-02-17 08:06:00
2843,288,view,167,2024-02-17 08:27:00
2844,289,add_to_cart,126,2024-01-31 14:44:00
2845,290,visit,57,2024-02-23 08:32:00
2846,290,visit,81,2024-02-23 08:43:00
2847,290,checkout,162,2024-01-04 11:23:00
2848,290,purchase,169,2024-01-04 11:44:00
2849,290,checkout,73,2024-01-04 11:59:00
2850,290,add_to_cart,141,2024-01-04 12:18:00
2851,290,add_to_cart,70,2024-01-04 12:22:00
2852,290,view,6,2024-01-04 01:08:00
2853,290,checkout,84,2024-01-04 01:38:00
2854,290,visit,52,2024-01-04 02:04:00
2855,290,visit,3,2024-01-04 02:19:00
2856,291,visit,81,2024-02-09 21:22:00
2857,291,add_to_cart,63,2024-02-09 21:35:00
2858,291,view,49,2024-02-09 21:48:00
2859,291,view,76,2024-02-09 21:52:00
2860,291,checkout,112,2024-02-18 14:01:00
2861,291,checkout,175,2024-02-18 14:21:00
2862,291,checkout,109,2024-01-30 13:06:00
2863,291,checkout,183,2024-01-30 13:28:00
2864,291,add_to_cart,192,2024-01-30 13:54:00
2865,291,view,65,2024-01-30 13:55:00
2866,292,visit,81,2024-01-22 20:03:00
2867,292,visit,195,2024-01-22 20:26:00
2868,292,visit,15,2024-02-07 06:36:00
2869,292,view,100,2024-02-07 06:42:00
2870,292,view,32,2024-02-07 06:50:00
2871,292,view,96,2024-02-07 06:55:00
2872,292,add_to_cart,128,2024-02-07 07:21:00
2873,292,add_to_cart,196,2024-01-04 04:21:00
2874,292,view,146,2024-01-04 04:33:00
2875,292,add_to_cart,113,2024-01-04 04:43:00
2876,292,visit,83,2024-02-26 18:28:00
2877,292,view,43,2024-02-26 18:39:00
2878,292,add_to_cart,116,2024-01-24 00:16:00
2879,292,add_to_cart,163,2024-01-24 00:44:00
2880,292,visit,78,2024-01-24 00:46:00
2881,292,view,58,2024-01-24 01:00:00
2882,292,checkout,33,2024-01-24 01:12:00
2883,293,view,14,2024-02-10 06:52:00
2884,293,add_to_cart,162,2024-01-31 23:42:00
2885,293,view,189,2024-02-01 00:02:00
2886,293,add_to_cart,132,2024-02-01 00:12:00
2887,293,purchase,59,2024-02-01 00:26:00
2888,294,view,157,2024-01-07 15:30:00
2889,294,add_to_cart,83,2024-01-01 21:48:00
2890,294,view,134,2024-01-01 21:55:00
2891,295,visit,121,2024-02-17 11:18:00
2892,295,visit,177,2024-02-17 11:21:00
2893,295,purchase,168,2024-02-17 11:33:00
2894,295,view,83,2024-02-17 11:34:00
2895,295,view,193,2024-01-08 04:51:00
2896,295,add_to_cart,197,2024-01-08 05:03:00
2897,295,checkout,27,2024-01-08 05:05:00
2898,295,visit,80,2024-01-13 06:45:00
2899,295,checkout,134,2024-01-13 06:56:00
2900,295,add_to_cart,13,2024-01-13 07:24:00
2901,295,visit,64,2024-01-16 06:05:00
2902,295,checkout,190,2024-01-16 06:35:00
2903,296,view,147,2024-02-23 23:07:00
2904,296,checkout,80,2024-02-23 23:11:00
2905,297,view,123,2024-01-20 15:34:00
2906,297,view,43,2024-01-20 15:40:00
2907,297,checkout,89,2024-02-21 21:16:00
2908,297,visit,148,2024-02-21 21:42:00
2909,297,visit,95,2024-02-21 21:49:00
2910,297,purchase,196,2024-02-21 21:56:00
2911,298,add_to_cart,172,2024-02-14 12:46:00
2912,298,purchase,151,2024-02-14 12:48:00
2913,298,visit,2,2024-02-14 13:13:00
2914,298,view,120,2024-02-07 06:27:00
2915,298,visit,22,2024-02-07 06:32:00
2916,298,visit,115,2024-02-07 07:00:00
2917,298,add_to_cart,57,2024-02-07 07:17:00
2918,298,visit,72,2024-02-07 07:36:00
2919,298,checkout,7,2024-02-01 07:08:00
2920,298,visit,184,2024-02-12 20:59:00
2921,299,view,119,2024-01-24 17:01:00
2922,299,view,195,2024-01-24 17:17:00
2923,299,view,114,2024-01-24 17:33:00
2924,299,add_to_cart,16,2024-01-24 17:42:00
2925,299,add_to_cart,83,2024-01-24 18:01:00
2926,299,visit,179,2024-02-10 19:55:00
2927,299,view,72,2024-01-13 15:25:00
2928,299,view,124,2024-01-13 15:54:00
2929,299,visit,113,2024-02-06 05:21:00
2930,299,visit,12,2024-02-06 05:31:00
2931,299,add_to_cart,126,2024-02-06 05:46:00
2932,299,visit,53,2024-01-23 07:51:00
2933,299,view,75,2024-01-23 08:03:00
2934,299,view,133,2024-01-23 08:29:00
2935,299,view,27,2024-01-23 08:45:00
2936,299,view,140,2024-01-23 08:56:00
2937,300,visit,145,2024-01-02 06:07:00
2938,300,add_to_cart,134,2024-01-02 06:34:00
2939,300,view,97,2024-01-02 06:51:00
2940,300,visit,5,2024-01-02 07:08:00
2941,300,purchase,57,2024-02-11 02:40:00
2942,300,visit,156,2024-02-11 02:42:00
2943,300,visit,78,2024-02-11 03:00:00
2944,300,visit,69,2024-01-22 06:42:00
2945,300,add_to_cart,118,2024-01-22 07:10:00
2946,300,add_to_cart,120,2024-01-22 07:19:00
2947,300,purchase,59,2024-02-15 20:37:00
2948,300,add_to_cart,33,2024-02-15 21:01:00
2949,301,checkout,62,2024-01-01 10:13:00
2950,301,checkout,50,2024-01-01 10:26:00
2951,301,view,112,2024-01-01 10:53:00
2952,301,view,19,2024-02-18 22:22:00
2953,301,visit,197,2024-02-18 05:05:00
2954,301,add_to_cart,123,2024-02-18 05:24:00
2955,301,visit,194,2024-02-18 05:50:00
2956,301,visit,47,2024-02-18 06:08:00
2957,302,checkout,167,2024-02-16 15:44:00
2958,302,view,196,2024-02-16 16:09:00
2959,302,visit,33,2024-02-16 16:32:00
2960,302,checkout,141,2024-01-14 14:58:00
2961,302,visit,84,2024-01-14 15:08:00
2962,302,visit,182,2024-01-14 15:32:00
2963,302,checkout,135,2024-01-14 15:33:00
2964,302,view,79,2024-02-21 22:29:00
2965,302,view,14,2024-02-21 22:42:00
2966,302,add_to_cart,147,2024-02-21 23:07:00
2967,302,view,128,2024-02-14 18:21:00
2968,302,visit,54,2024-02-14 18:51:00
2969,302,checkout,148,2024-02-14 18:56:00
2970,303,checkout,29,2024-02-06 21:29:00
2971,303,add_to_cart,24,2024-02-06 21:32:00
2972,303,view,82,2024-02-06 21:50:00
2973,303,view,63,2024-02-06 22:03:00
2974,303,purchase,105,2024-02-06 22:10:00
2975,303,purchase,57,2024-01-07 11:13:00
2976,303,add_to_cart,136,2024-01-07 11:19:00
2977,303,view,62,2024-01-07 11:21:00
2978,303,visit,157,2024-01-07 11:48:00
2979,303,add_to_cart,17,2024-01-07 12:11:00
2980,303,visit,66,2024-02-01 00:54:00
2981,303,checkout,6,2024-02-01 01:07:00
2982,304,visit,58,2024-01-15 09:56:00
2983,304,visit,69,2024-01-15 10:10:00
2984,304,view,156,2024-01-15 10:23:00
2985,304,visit,62,2024-01-15 10:29:00
2986,304,checkout,169,2024-01-15 10:33:00
2987,304,add_to_cart,197,2024-02-04 14:16:00
2988,304,view,82,2024-02-04 14:44:00
2989,304,checkout,169,2024-02-04 14:51:00
2990,304,visit,177,2024-02-04 15:01:00
2991,305,purchase,177,2024-01-11 20:36:00
2992,305,add_to_cart,71,2024-01-11 20:37:00
2993,305,view,131,2024-01-11 20:42:00
2994,305,add_to_cart,10,2024-01-11 20:57:00
2995,305,visit,98,2024-01-11 21:00:00
2996,305,view,89,2024-01-26 20:38:00
2997,305,checkout,35,2024-01-26 21:07:00
2998,305,visit,2,2024-01-30 15:47:00
2999,305,visit,124,2024-01-30 16:14:00
3000,305,add_to_cart,24,2024-01-30 16:37:00
3001,305,purchase,74,2024-01-30 17:03:00
3002,305,view,166,2024-01-30 17:13:00
3003,305,visit,22,2024-02-09 05:58:00
3004,305,checkout,154,2024-02-09 06:28:00
3005,305,add_to_cart,171,2024-02-09 06:50:00
3006,305,view,183,2024-02-09 06:56:00
3007,306,visit,39,2024-01-07 13:25:00
3008,306,view,157,2024-01-11 09:20:00
3009,306,purchase,20,2024-01-11 09:36:00
3010,306,add_to_cart,41,2024-01-11 09:50:00
3011,306,add_to_cart,182,2024-01-11 10:15:00
3012,306,visit,148,2024-01-11 10:33:00
3013,306,view,108,2024-01-24 02:36:00
3014,306,visit,147,2024-01-21 13:59:00
3015,306,visit,84,2024-01-21 14:20:00
3016,306,visit,111,2024-01-21 14:43:00
3017,306,visit,66,2024-01-21 15:05:00
3018,306,add_to_cart,158,2024-01-30 13:00:00
3019,306,checkout,53,2024-01-30 13:01:00
3020,306,view,34,2024-01-30 13:10:00
3021,307,view,150,2024-01-21 22:52:00
3022,307,visit,67,2024-01-21 23:07:00
3023,307,view,134,2024-01-21 23:12:00
3024,307,visit,27,2024-01-21 23:28:00
3025,307,checkout,10,2024-01-18 05:30:00
3026,307,add_to_cart,73,2024-01-18 05:36:00
3027,308,visit,96,2024-02-04 13:20:00
3028,308,add_to_cart,48,2024-02-04 13:42:00
3029,309,visit,70,2024-01-29 12:13:00
3030,309,visit,187,2024-01-29 12:35:00
3031,309,checkout,100,2024-01-14 15:05:00
3032,310,view,59,2024-02-11 22:36:00
3033,310,visit,2,2024-01-29 01:47:00
3034,310,checkout,157,2024-01-29 01:55:00
3035,310,add_to_cart,196,2024-01-29 02:02:00
3036,310,purchase,65,2024-01-29 02:05:00
3037,310,view,83,2024-01-29 02:06:00
3038,310,checkout,154,2024-01-02 00:29:00
3039,310,add_to_cart,10,2024-01-02 00:58:00
3040,310,visit,53,2024-01-02 01:02:00
3041,310,add_to_cart,79,2024-02-23 22:40:00
3042,310,visit,59,2024-02-23 22:57:00
3043,310,view,150,2024-02-22 11:09:00
3044,310,visit,179,2024-02-22 11:27:00
3045,310,visit,48,2024-02-22 11:40:00
3046,311,view,149,2024-01-15 07:17:00
3047,312,visit,123,2024-01-26 22:19:00
3048,312,visit,22,2024-01-26 22:41:00
3049,312,visit,100,2024-01-26 23:08:00
3050,313,checkout,98,2024-01-24 01:29:00
3051,313,purchase,158,2024-01-20 20:26:00
3052,313,visit,25,2024-01-20 20:54:00
3053,313,view,28,2024-01-20 21:13:00
3054,313,purchase,193,2024-01-20 21:19:00
3055,313,purchase,113,2024-01-07 20:28:00
3056,313,add_to_cart,45,2024-01-07 20:53:00
3057,313,add_to_cart,68,2024-01-07 21:16:00
3058,313,purchase,7,2024-01-22 05:59:00
3059,313,add_to_cart,49,2024-01-22 06:00:00
3060,313,visit,137,2024-01-22 06:20:00
3061,313,view,164,2024-02-07 15:19:00
3062,313,add_to_cart,83,2024-02-07 15:20:00
3063,313,view,129,2024-02-07 15:28:00
3064,313,add_to_cart,138,2024-02-07 15:29:00
3065,314,add_to_cart,164,2024-01-20 08:04:00
3066,314,add_to_cart,73,2024-01-20 08:14:00
3067,314,visit,46,2024-01-20 08:21:00
3068,314,view,106,2024-01-20 08:26:00
3069,315,purchase,160,2024-02-11 01:17:00
3070,315,add_to_cart,32,2024-02-11 01:32:00
3071,315,visit,6,2024-02-26 11:13:00
3072,315,add_to_cart,176,2024-02-26 11:38:00
3073,316,add_to_cart,166,2024-02-20 14:09:00
3074,316,visit,145,2024-02-20 14:20:00
3075,316,add_to_cart,74,2024-02-20 14:28:00
3076,316,checkout,114,2024-02-04 01:50:00
3077,316,add_to_cart,27,2024-02-04 01:58:00
3078,316,view,54,2024-02-25 13:01:00
3079,316,view,178,2024-02-25 13:08:00
3080,316,visit,163,2024-02-25 13:10:00
3081,316,checkout,85,2024-02-25 13:31:00
3082,316,visit,127,2024-02-25 13:36:00
3083,316,add_to_cart,153,2024-01-09 03:07:00
3084,316,checkout,156,2024-01-09 03:37:00
3085,316,view,111,2024-01-16 17:19:00
3086,317,view,15,2024-01-11 06:44:00
3087,317,add_to_cart,132,2024-01-11 06:54:00
3088,317,visit,93,2024-02-06 15:18:00
3089,317,checkout,123,2024-02-06 15:21:00
3090,317,view,73,2024-01-26 12:53:00
3091,317,view,155,2024-01-26 13:13:00
3092,318,visit,154,2024-02-18 05:19:00
3093,318,view,147,2024-02-18 05:49:00
3094,318,checkout,92,2024-02-18 05:59:00
3095,318,add_to_cart,17,2024-02-18 06:19:00
3096,318,visit,43,2024-01-10 18:52:00
3097,318,view,121,2024-01-10 19:07:00
3098,318,view,41,2024-01-25 19:11:00
3099,318,view,170,2024-01-25 19:12:00
3100,318,add_to_cart,178,2024-01-25 19:13:00
3101,318,visit,168,2024-01-25 19:41:00
3102,318,purchase,39,2024-01-25 19:58:00
3103,318,view,113,2024-02-16 12:46:00
3104,318,view,151,2024-02-16 12:59:00
3105,318,view,111,2024-02-16 13:15:00
3106,318,add_to_cart,180,2024-02-16 13:25:00
3107,319,purchase,47,2024-01-05 13:57:00
3108,319,visit,63,2024-01-25 19:18:00
3109,319,view,110,2024-01-25 19:27:00
3110,319,add_to_cart,69,2024-02-28 11:53:00
3111,319,add_to_cart,43,2024-02-28 12:07:00
3112,319,view,176,2024-02-28 12:31:00
3113,319,visit,34,2024-02-28 12:39:00
3114,319,view,40,2024-02-28 12:47:00
3115,319,add_to_cart,61,2024-01-03 12:20:00
3116,319,view,178,2024-01-10 08:55:00
3117,319,add_to_cart,195,2024-01-10 09:22:00
3118,319,visit,62,2024-01-10 09:28:00
3119,319,add_to_cart,58,2024-01-10 09:29:00
3120,319,purchase,161,2024-01-10 09:33:00
3121,320,add_to_cart,75,2024-02-11 13:07:00
3122,320,purchase,16,2024-02-11 13:36:00
3123,320,visit,82,2024-02-11 13:50:00
3124,320,checkout,94,2024-02-11 13:56:00
3125,321,view,48,2024-01-17 23:36:00
3126,321,view,138,2024-01-17 23:55:00
3127,321,checkout,82,2024-01-18 00:05:00
3128,321,add_to_cart,38,2024-01-27 03:02:00
3129,321,visit,127,2024-02-21 11:45:00
3130,321,visit,19,2024-02-21 12:09:00
3131,321,purchase,164,2024-02-14 10:30:00
3132,322,checkout,187,2024-01-01 03:18:00
3133,322,add_to_cart,63,2024-02-03 14:13:00
3134,322,visit,77,2024-02-03 14:36:00
3135,322,view,174,2024-02-03 14:41:00
3136,322,purchase,131,2024-02-01 06:12:00
3137,322,view,102,2024-02-01 06:18:00
3138,322,checkout,65,2024-02-01 06:44:00
3139,322,visit,120,2024-02-01 07:09:00
3140,322,visit,91,2024-02-01 07:16:00
3141,322,add_to_cart,8,2024-02-27 13:57:00
3142,322,add_to_cart,179,2024-02-27 14:07:00
3143,322,checkout,73,2024-02-27 14:10:00
3144,322,visit,134,2024-02-27 14:23:00
3145,323,add_to_cart,107,2024-01-05 11:40:00
3146,323,visit,89,2024-02-01 22:57:00
3147,323,checkout,39,2024-02-18 00:14:00
3148,323,visit,113,2024-02-18 00:31:00
3149,323,visit,188,2024-02-18 00:56:00
3150,323,checkout,28,2024-02-18 01:05:00
3151,323,view,97,2024-02-18 01:35:00
3152,324,view,182,2024-02-18 11:30:00
3153,324,view,37,2024-02-18 11:42:00
3154,324,checkout,137,2024-02-18 12:04:00
3155,324,purchase,82,2024-02-18 12:17:00
3156,324,checkout,56,2024-02-18 12:30:00
3157,324,checkout,187,2024-01-04 12:09:00
3158,324,visit,85,2024-01-04 12:22:00
3159,324,checkout,2,2024-01-04 12:46:00
3160,324,add_to_cart,189,2024-02-26 04:44:00
3161,324,view,58,2024-02-03 09:32:00
3162,324,add_to_cart,107,2024-02-03 09:54:00
3163,325,visit,123,2024-02-02 14:06:00
3164,325,add_to_cart,188,2024-02-02 14:33:00
3165,325,checkout,168,2024-01-02 21:37:00
3166,325,purchase,164,2024-01-02 21:59:00
3167,325,add_to_cart,114,2024-01-02 22:14:00
3168,325,add_to_cart,107,2024-02-08 16:32:00
3169,325,checkout,37,2024-02-08 17:02:00
3170,325,view,79,2024-02-08 17:18:00
3171,325,purchase,92,2024-02-08 17:40:00
3172,325,view,18,2024-02-14 03:25:00
3173,325,visit,98,2024-02-14 03:44:00
3174,325,visit,63,2024-02-14 04:10:00
3175,325,view,150,2024-02-14 04:38:00
3176,326,checkout,139,2024-01-03 04:21:00
3177,326,view,186,2024-01-03 04:49:00
3178,326,add_to_cart,185,2024-01-03 05:04:00
3179,326,view,4,2024-01-03 05:10:00
3180,326,add_to_cart,135,2024-01-29 03:56:00
3181,326,visit,61,2024-01-29 04:18:00
3182,326,visit,107,2024-01-29 04:41:00
3183,326,add_to_cart,54,2024-01-29 04:44:00
3184,326,purchase,88,2024-01-28 00:59:00
3185,326,view,68,2024-01-28 01:12:00
3186,326,add_to_cart,129,2024-01-18 07:31:00
3187,326,purchase,55,2024-01-18 07:53:00
3188,326,add_to_cart,3,2024-01-18 07:58:00
3189,326,visit,166,2024-02-04 21:37:00
3190,326,add_to_cart,121,2024-02-04 22:02:00
3191,326,checkout,129,2024-02-04 22:32:00
3192,326,purchase,102,2024-02-04 22:52:00
3193,327,purchase,38,2024-01-25 13:01:00
3194,327,view,85,2024-01-25 13:05:00
3195,327,visit,157,2024-01-25 13:08:00
3196,327,visit,133,2024-01-25 13:19:00
3197,327,view,92,2024-01-25 13:43:00
3198,327,add_to_cart,21,2024-02-29 06:25:00
3199,327,add_to_cart,199,2024-02-24 10:41:00
3200,327,visit,195,2024-02-24 11:09:00
3201,327,visit,109,2024-02-24 11:22:00
3202,327,view,47,2024-02-24 11:36:00
3203,328,view,84,2024-02-21 23:11:00
3204,328,add_to_cart,83,2024-02-21 23:19:00
3205,328,checkout,35,2024-01-26 00:18:00
3206,328,view,196,2024-01-26 00:40:00
3207,328,checkout,69,2024-01-26 00:55:00
3208,328,view,129,2024-01-26 01:00:00
3209,328,visit,196,2024-01-26 01:20:00
3210,328,add_to_cart,140,2024-01-10 22:42:00
3211,329,purchase,188,2024-02-14 04:12:00
3212,329,add_to_cart,27,2024-02-14 04:39:00
3213,329,view,56,2024-02-14 04:46:00
3214,329,purchase,23,2024-01-19 12:51:00
3215,329,add_to_cart,153,2024-01-10 07:11:00
3216,329,visit,21,2024-01-10 07:39:00
3217,329,view,61,2024-01-12 16:38:00
3218,329,checkout,63,2024-01-12 16:39:00
3219,329,checkout,122,2024-01-12 16:57:00
3220,329,visit,52,2024-01-12 17:10:00
3221,329,purchase,88,2024-01-28 23:08:00
3222,329,add_to_cart,153,2024-01-28 23:18:00
3223,329,view,55,2024-01-28 23:28:00
3224,329,view,46,2024-01-28 23:51:00
3225,330,visit,32,2024-02-14 18:42:00
3226,330,view,55,2024-02-14 18:44:00
3227,330,checkout,96,2024-02-14 19:12:00
3228,330,checkout,133,2024-02-14 19:42:00
3229,330,add_to_cart,36,2024-01-20 15:37:00
3230,330,view,110,2024-01-20 15:53:00
3231,331,add_to_cart,177,2024-01-14 07:26:00
3232,331,visit,106,2024-01-14 07:50:00
3233,331,view,58,2024-02-06 03:28:00
3234,331,purchase,39,2024-02-06 03:50:00
3235,332,view,80,2024-02-29 01:55:00
3236,332,purchase,97,2024-01-12 01:47:00
3237,333,add_to_cart,113,2024-02-07 14:48:00
3238,333,view,61,2024-02-07 14:50:00
3239,333,view,137,2024-01-16 13:32:00
3240,333,add_to_cart,6,2024-01-16 13:57:00
3241,333,visit,109,2024-01-16 14:20:00
3242,333,add_to_cart,35,2024-01-16 14:46:00
3243,333,checkout,39,2024-02-12 03:03:00
3244,333,add_to_cart,150,2024-02-12 03:15:00
3245,333,visit,169,2024-02-12 03:16:00
3246,333,add_to_cart,118,2024-02-12 03:20:00
3247,334,visit,5,2024-01-08 16:41:00
3248,334,add_to_cart,170,2024-01-08 16:45:00
3249,334,purchase,87,2024-01-08 17:11:00
3250,334,view,76,2024-01-08 17:30:00
3251,334,add_to_cart,195,2024-01-08 17:36:00
3252,335,view,158,2024-02-11 23:59:00
3253,335,visit,57,2024-02-12 00:27:00
3254,335,view,127,2024-02-12 00:53:00
3255,335,add_to_cart,29,2024-02-12 01:11:00
3256,335,view,165,2024-01-26 23:55:00
3257,335,visit,87,2024-02-04 18:05:00
3258,335,checkout,141,2024-02-04 18:26:00
3259,335,view,160,2024-02-04 18:30:00
3260,335,checkout,46,2024-02-04 18:55:00
3261,335,visit,116,2024-01-14 22:28:00
3262,336,checkout,112,2024-01-01 18:56:00
3263,336,visit,151,2024-01-01 19:02:00
3264,336,visit,45,2024-01-01 19:05:00
3265,336,visit,145,2024-01-01 19:23:00
3266,336,purchase,104,2024-02-24 01:11:00
3267,337,view,85,2024-01-24 18:34:00
3268,337,purchase,194,2024-01-24 18:35:00
3269,337,checkout,134,2024-01-20 01:34:00
3270,337,view,108,2024-01-20 01:45:00
3271,337,view,18,2024-01-20 02:02:00
3272,337,visit,94,2024-01-20 02:32:00
3273,337,view,150,2024-01-20 02:44:00
3274,337,add_to_cart,33,2024-02-04 17:25:00
3275,337,add_to_cart,158,2024-02-04 17:27:00
3276,338,checkout,126,2024-01-13 04:50:00
3277,338,visit,160,2024-01-13 05:08:00
3278,338,visit,170,2024-01-13 05:15:00
3279,339,view,122,2024-01-18 04:23:00
3280,339,view,138,2024-01-18 04:38:00
3281,339,visit,115,2024-01-18 04:41:00
3282,339,add_to_cart,164,2024-01-18 04:50:00
3283,339,visit,162,2024-01-18 05:12:00
3284,339,view,28,2024-03-01 23:42:00
3285,339,visit,11,2024-03-02 00:06:00
3286,339,add_to_cart,167,2024-02-10 23:47:00
3287,339,view,47,2024-02-11 00:08:00
3288,340,checkout,127,2024-02-08 05:35:00
3289,340,view,147,2024-02-08 05:55:00
3290,340,checkout,118,2024-02-08 06:03:00
3291,340,view,143,2024-02-08 06:06:00
3292,340,add_to_cart,126,2024-01-08 18:08:00
3293,340,view,156,2024-01-05 11:14:00
3294,340,checkout,152,2024-02-19 09:19:00
3295,340,visit,72,2024-02-19 09:20:00
3296,340,purchase,107,2024-01-25 07:35:00
3297,340,checkout,137,2024-01-25 08:04:00
3298,340,visit,175,2024-01-25 08:14:00
3299,340,view,33,2024-01-25 08:33:00
3300,341,add_to_cart,190,2024-01-07 18:03:00
3301,341,checkout,19,2024-01-07 18:23:00
3302,341,view,195,2024-01-07 18:27:00
3303,341,purchase,74,2024-01-04 05:49:00
3304,341,view,168,2024-01-04 06:13:00
3305,341,view,175,2024-01-04 06:35:00
3306,341,checkout,193,2024-02-04 18:49:00
3307,341,view,157,2024-02-04 19:12:00
3308,341,add_to_cart,178,2024-02-04 19:17:00
3309,341,visit,98,2024-02-04 19:39:00
3310,341,add_to_cart,141,2024-02-04 19:44:00
3311,341,visit,129,2024-01-25 19:22:00
3312,341,add_to_cart,162,2024-01-25 19:45:00
3313,341,purchase,93,2024-01-25 20:10:00
3314,342,view,176,2024-01-27 15:37:00
3315,342,view,48,2024-01-27 15:52:00
3316,342,view,177,2024-01-19 09:24:00
3317,342,add_to_cart,64,2024-01-19 09:45:00
3318,342,purchase,61,2024-01-19 10:13:00
3319,342,visit,157,2024-01-19 10:16:00
3320,342,add_to_cart,39,2024-01-27 10:40:00
3321,342,visit,128,2024-02-16 08:11:00
3322,342,purchase,88,2024-01-06 09:45:00
3323,342,checkout,26,2024-01-06 10:15:00
3324,342,visit,17,2024-01-06 10:39:00
3325,342,purchase,71,2024-01-06 10:44:00
3326,342,add_to_cart,13,2024-01-06 11:00:00
3327,343,add_to_cart,69,2024-02-13 23:06:00
3328,343,view,26,2024-02-13 23:29:00
